	Method	Analyte	lprobe	lflourines	lhydrogen	hhydrogen	hcarbons	Probe	Avg	SD	smiles	formula	f_obj_selectivity	f_obj_error_selectivity	f_obj_sensitivity	f_obj_error_sensitivity	sds_sensitivity	sds_sensitivityError	smilesValid	pc0	pc1	pc2	pc3	pc4
24	PBMD-4CVS-GPU	PFOSD	7	0	16	2	0	C7Br0/NH2	-4.121645270692624	0.901146898322518	CCCCCCC(N)(Br)Br	C7H15Br2N	0.01742272597259653	0.9561788110257755	-4.121645270692624	0.901146898322518	-4.13906799666522	0.319706406408084	True	-42.45183181762695	6.00238037109375	2.7901742458343506	2.8431003093719482	4.468042850494385
56	PBMD-4CVS-GPU	PFOSD	3	7	5	0	2	C3Cl7/N(CH3)2	-2.0188842511489056	0.4711631083732676	CN(C)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C5H6Cl7N	2.053006277958574	0.4855282429589705	-2.0188842511489056	0.4711631083732676	-4.071890529107479	0.1172305421759433	True	-22.600589752197266	0.26525402069091797	-2.5831332206726074	-0.6659128665924072	-1.6688250303268433
57	PBMD-4CVS-GPU	PFOSD	12	3	29	0	3	C12F3/N(CH3)3	-4.169225584290288	0.3300226791393195	C[N+](C)(C)CCCCCCCCCCCC(F)(F)F	C15H31F3N	2.9429018660177553	0.4287304891416839	-4.169225584290288	0.3300226791393195	-7.112127450308043	0.273669259459979	True	-22.28319549560547	0.17296220362186432	0.5577298998832703	1.9025534391403198	-7.588924407958984
63	PBMD-4CVS-GPU	PFOSD	7	6	14	0	2	C7Cl6/P(CH3)2	-4.396883841148572	0.4712547629464102	CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)P(C)C	C9H15Cl6P	0.9061347187001356	0.5678451602804424	-4.396883841148572	0.4712547629464102	-5.303018559848708	0.3168076300442338	True	-18.237850189208984	0.22234885394573212	-3.3501546382904053	-0.9845846891403198	-0.8285807371139526
67	PBMD-4CVS-GPU	PFOSD	6	8	8	1	1	C6F8/NH1(CH3)1	-1.854981206683036	0.2943286516408155	CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)NC	C7H9F8N	0.2667084252693872	0.2961863631223454	-1.854981206683036	0.2943286516408155	-2.121689631952423	0.0331210887946235	True	-17.164461135864258	-0.9793916940689087	0.8618986010551453	-4.155422687530518	-1.028216004371643
72	PBMD-4CVS-GPU	PFOSD	8	0	18	2	0	C8Br0/PH2	-4.190666440089017	0.8438905963186585	PCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C8H10Br9P	0.6723078413923664	1.133445963137669	-4.190666440089017	0.8438905963186585	-4.862974281481383	0.756669288922193	True	-12.352519989013672	-0.47386434674263	-1.488995909690857	4.880710124969482	4.662303447723389
74	PBMD-4CVS-GPU	PFOSD	8	0	22	0	2	C8Br0/P(CH3)2	-3.169406225345909	0.6807633877694228	CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)P(C)C	C10H15Br8P	2.517002006143407	0.722067612564544	-3.169406225345909	0.6807633877694228	-5.686408231489316	0.240713204846263	True	-11.234877586364746	-2.9880754947662354	-2.6461679935455322	-0.6530091762542725	2.815234422683716
85	PBMD-4CVS-GPU	PFOSD	11	11	13	2	0	C11Cl11/PH2	-5.84086389987736	0.9337676898377107	PCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C11H14Cl11P	2.759475212813368	1.1579165086656933	-5.84086389987736	0.9337676898377107	-8.600339112690728	0.6847251583341256	True	1.1100682020187378	3.135694980621338	-7.355947494506836	-3.191995859146118	-0.4963130056858063
89	PBMD-4CVS-GPU	PFOSD	9	0	20	-1	-1	C9Br0	-5.25447722411278	0.5295263297367861	CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C9H7Br13	-0.4298175263275823	0.7386812657764258	-5.25447722411278	0.5295263297367861	-4.824659697785198	0.5150260949937887	True	3.1666550636291504	-4.7122039794921875	-4.283335208892822	1.4518158435821533	1.6420851945877075
110	PBMD-4CVS-GPU	PFOSD	8	15	3	2	0	C8Cl15/PH2	-5.587065993781021	0.106985912902771	PCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C8H4Cl15P	0.7016108029842378	0.21462838112981994	-5.587065993781021	0.106985912902771	-6.288676796765259	0.1860627755000122	True	17.263246536254883	2.9980833530426025	-7.466989994049072	-3.1978759765625	0.5520170331001282
125	PBMD-4CVS-GPU	PFOSD	9	15	9	0	2	C9F15/N(CH3)2	-3.364854298447801	0.3622565713868938	CN(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	C11H10F15N	3.339918931184025	0.45940062813991395	-3.364854298447801	0.3622565713868938	-6.704773229631826	0.2825227665558296	True	25.347726821899414	-1.4467289447784424	4.1753621101379395	-3.321378707885742	-0.4303172826766968
148	PBMD-4CVS-GPU	PFOSD	12	16	12	1	1	C12Cl16/PH1(CH3)1	-5.043678460509249	0.2431380656354346	CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)PC	C13H13Cl16P	2.4504789335825556	0.34100933475465417	-5.043678460509249	0.2431380656354346	-7.494157394091805	0.2391050970365769	True	32.24024200439453	3.6921255588531494	-7.346529483795166	-2.918020009994507	-0.6826807856559753
158	PBMD-4CVS-GPU	PFOSD	10	17	9	0	2	C10Cl17/P(CH3)2	-7.1718894373637845	0.6009764455476485	CP(C)CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C12H10Cl17P	1.9751431928214611	0.6527346346702719	-7.1718894373637845	0.6009764455476485	-9.147032630185246	0.2547347938445936	True	37.67983627319336	4.542636394500732	-2.4654693603515625	0.29508841037750244	-3.5660135746002197
163	PBMD-4CVS-GPU	PFOSD	11	0	30	0	3	C11Br0/N(CH3)3	-5.325940097646881	0.9797110751413712	CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)[N+](C)(C)C	C14H16Br16N	2.8194316392989878	2.042237695549806	-5.325940097646881	0.9797110751413712	-8.145371736945869	1.791898717665125	True	39.077789306640625	0.5020613670349121	-0.04425803944468498	5.464633464813232	2.717881202697754
169	PBMD-4CVS-GPU	PFOSD	13	0	30	1	1	C13Br0/PH1(CH3)1	-6.052917060351387	0.6846528691904198	CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)PC	C14H13Br18P	1.9160038890764248	1.17648751401874	-6.052917060351387	0.6846528691904198	-7.968920949427812	0.9567514407364752	True	40.53355026245117	4.927436351776123	-0.80994713306427	3.7603602409362793	2.9576547145843506
185	PBMD-4CVS-GPU	PFOSD	14	0	30	-1	-1	C14Br0	-2.0878773195956377	0.129348765437104	CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C14H9Br21	6.581047365632363	0.5292506496165084	-2.0878773195956377	0.129348765437104	-8.668924685228001	0.5132008836697314	True	43.632240295410156	4.726446151733398	-0.5741711258888245	4.2656049728393555	3.3892598152160645
208	PBMD-4CVS-GPU	PFOSD	12	0	26	2	0	C12Br0/PH2	-6.5302206705407	0.2300827154191694	PCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C12H4Br23P	0.8890994986485881	0.8020811287729074	-6.5302206705407	0.2300827154191694	-7.419320169189288	0.7683723584297932	True	51.91874313354492	3.768328905105591	-1.6595416069030762	4.657753944396973	7.577482223510742
219	PBMD-4CVS-GPU	PFOSD	13	22	8	1	1	C13Cl22/PH1(CH3)1	-4.85024987365589	0.3456199838936457	CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)PC	C14H9Cl22P	5.4788585093259625	0.6612195556719633	-4.85024987365589	0.3456199838936457	-10.329108382981852	0.5637003880931649	True	54.32963180541992	6.664628982543945	-7.4421257972717285	-2.2301318645477295	2.0290629863739014
231	PBMD-4CVS-GPU	PFOSD	12	22	4	2	0	C12Cl22/NH2	-4.923423324951441	0.3235158053126845	CC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(N)(Cl)Cl	C12H5Cl22N	3.7242232773601422	0.8099719511846344	-4.923423324951441	0.3235158053126845	-8.647646602311584	0.7425577993790982	True	56.786834716796875	6.077945232391357	-1.3802905082702637	10.617852210998535	-3.097696304321289
252	PBMD-4CVS-GPU	PFOSD	13	24	8	0	2	C13Cl24/N(CH3)2	-9.311984197662674	1.3733810520194667	CN(C)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(C)(Cl)Cl	C15H9Cl24N	-0.08778835221444581	1.4201794498850728	-9.311984197662674	1.3733810520194667	-9.224195845448229	0.3615717851682717	True	70.81465148925781	1.4343819618225098	-0.9060111045837402	4.9401469230651855	-0.4477059841156006
