	Method	Analyte	lprobe	lflourines	lhydrogen	hhydrogen	hcarbons	Probe	Avg	SD	smiles	formula	f_obj_selectivity	f_obj_error_selectivity	f_obj_sensitivity	f_obj_error_sensitivity	sds_sensitivity	sds_sensitivityError	smilesValid	pc0	pc1	pc2	pc3	pc4
26	PBMD-4CVS-GPU	PFOSD	9	0	24	0	2	C9F0/P(CH3)2	-5.227320520693387	0.1543987589034903	CCCCCCCCCP(C)C	C11H25P	-0.8100717537997095	0.2748359521485282	-5.227320520693387	0.1543987589034903	-4.417248766893677	0.2273671564726312	True	-41.50638198852539	1.4854509830474854	2.8722774982452393	2.4794647693634033	3.9705545902252197
58	PBMD-4CVS-GPU	PFOSD	14	5	25	-1	-1	C14F5	-5.474075609854009	0.9869880230722784	CCCCCCCCCCCCC(F)(F)C(F)(F)F	C14H25F5	2.0720725751307683	1.1001212451736693	-5.474075609854009	0.9869880230722784	-7.546148184984777	0.4859232412576499	True	-21.49967384338379	0.5005755424499512	4.556861877441406	-0.5561681389808655	-3.5018489360809326
65	PBMD-4CVS-GPU	PFOSD	12	5	25	0	2	C12Cl5/N(CH3)2	-6.56810255232637	0.6767203987805677	CN(C)CCCCCCCCCCC(Cl)(Cl)C(Cl)(Cl)Cl	C14H26Cl5N	2.789812156510192	0.740599098074058	-6.56810255232637	0.6767203987805677	-9.357914708836562	0.3008928811759719	True	-17.586862564086914	-2.340928316116333	0.5220887064933777	1.5847594738006592	-4.486957550048828
71	PBMD-4CVS-GPU	PFOSD	10	7	19	0	2	C10F7/N(CH3)2	-4.152644544925393	0.1564538140432266	CN(C)CCCCCCCC(F)(F)C(F)(F)C(F)(F)F	C12H20F7N	0.4530213629866866	0.43220818598570265	-4.152644544925393	0.1564538140432266	-4.60566590791208	0.4028971582232608	True	-14.318239212036133	-2.814929962158203	4.049234867095947	-1.306455373764038	-3.338218927383423
73	PBMD-4CVS-GPU	PFOSD	9	8	14	1	1	C9Cl8/PH1(CH3)1	-5.052029652566694	0.6323692676111022	CCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)PC	C10H15Cl8P	0.5504412613561449	0.6326574052112272	-5.052029652566694	0.6323692676111022	-5.602470913922839	0.0190919289125267	True	-11.677251815795898	-0.7584660649299622	-3.1432290077209473	-3.4267191886901855	-1.1073285341262817
77	PBMD-4CVS-GPU	PFOSD	9	9	15	0	2	C9Cl9/N(CH3)2	-6.117195121291693	1.2853742634642529	CN(C)CCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C11H16Cl9N	0.9230327025759504	1.2901257566075515	-6.117195121291693	1.2853742634642529	-7.040227823867643	0.1106231019540526	True	-6.286947250366211	-4.478482723236084	-3.7114224433898926	-2.1504881381988525	-1.0287798643112183
86	PBMD-4CVS-GPU	PFOSD	13	0	30	1	1	C13Br0/PH1(CH3)1	-7.259711921251653	0.461599625483561	CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)PC	C14H21Br10P	0.9063172673802979	0.5086170745037408	-7.259711921251653	0.461599625483561	-8.166029188631951	0.2135816336443284	True	1.773841381072998	-2.4330790042877197	-2.764586925506592	-0.19492200016975403	-0.8568195700645447
104	PBMD-4CVS-GPU	PFOSD	9	0	22	1	1	C9Br0/PH1(CH3)1	-4.804871960912516	0.5819694071077773	CPCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C10H8Br15P	1.1755831436622666	0.6668965164639512	-4.804871960912516	0.5819694071077773	-5.980455104574783	0.3256724932541514	True	14.804919242858887	-1.3063275814056396	-2.6005666255950928	1.4026036262512207	4.282407760620117
146	PBMD-4CVS-GPU	PFOSD	8	0	22	0	2	C8Br0/P(CH3)2	-3.997218577038512	0.1046931673516738	CP(C)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C10H6Br17P	3.388817197101423	1.0669296346060761	-3.997218577038512	0.1046931673516738	-7.386035774139935	1.0617806675159092	True	31.3825626373291	0.32220250368118286	-5.120867729187012	2.2203803062438965	2.5568008422851562
154	PBMD-4CVS-GPU	PFOSD	9	0	26	0	3	C9Br0/N(CH3)3	-4.804518416410279	0.2616255364289432	C[N+](C)(C)CC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C12H11Br17N	0.7520736469835461	0.2887802987376652	-4.804518416410279	0.2616255364289432	-5.5565920633938255	0.1222544053491851	True	33.99375534057617	-5.683660507202148	-2.4868969917297363	3.1465063095092773	2.417639970779419
