	Method	Analyte	lprobe	lflourines	lhydrogen	hhydrogen	hcarbons	Probe	Avg	SD	smiles	formula	f_obj_selectivity	f_obj_error_selectivity	f_obj_sensitivity	f_obj_error_sensitivity	sds_sensitivity	sds_sensitivityError	smilesValid	pc0	pc1	pc2	pc3	pc4
42	PBMD-4CVS-GPU	PFOSD	9	0	24	0	2	C9Br0/P(CH3)2	-5.253535725062252	0.4582980000507775	CP(C)CCCCCCCCC(Br)(Br)Br	C11H22Br3P	2.870632973749312	0.5828744219225402	-5.253535725062252	0.4582980000507775	-8.124168698811564	0.3601465463960372	True	-28.866153717041016	-2.378843307495117	3.5499606132507324	6.319422721862793	-3.6415460109710693
46	PBMD-4CVS-GPU	PFOSD	13	0	30	1	1	C13Br0/PH1(CH3)1	-6.922348192304668	0.4869499973483403	CPCCCCCCCCCCCCC(Br)(Br)Br	C14H28Br3P	2.4995970341470475	0.5406000592889383	-6.922348192304668	0.4869499973483403	-9.421945226451715	0.2347937907732123	True	-27.214937210083008	-1.3903083801269531	3.941531181335449	5.671987056732178	-3.57839298248291
93	PBMD-4CVS-GPU	PFOSD	13	11	21	0	2	C13F11/P(CH3)2	-5.796087910960678	0.8502242005754151	CP(C)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	C15H22F11P	2.393915422492415	0.9259087157745058	-5.796087910960678	0.8502242005754151	-8.190003333453094	0.3666411852248609	True	6.277757167816162	-10.396315574645996	7.252773761749268	2.2382383346557617	-0.350885808467865
127	PBMD-4CVS-GPU	PFOSD	11	0	28	0	2	C11Br0/N(CH3)2	-5.370511304371349	0.6830117327044093	CN(C)CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C13H14Br15N	2.0451273316283096	0.8408918384532107	-5.370511304371349	0.6830117327044093	-7.415638635999659	0.4905038806832634	True	25.933334350585938	-6.834090232849121	-0.6382042765617371	4.025222301483154	2.1025445461273193
136	PBMD-4CVS-GPU	PFOSD	10	0	28	0	3	C10Br0/N(CH3)3	-2.54039948474164	0.5115469535927608	CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)[N+](C)(C)C	C13H16Br14N	3.4031475602055914	0.7841116081526128	-2.54039948474164	0.5115469535927608	-5.943547044947231	0.5942648637683726	True	29.52815818786621	-0.470749169588089	-3.8037962913513184	4.272826671600342	2.665998935699463
137	PBMD-4CVS-GPU	PFOSD	12	0	28	1	1	C12Br0/NH1(CH3)1	-4.934738350336333	0.4970922825230066	CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC	C13H13Br16N	1.6939836974149411	0.6982464717997792	-4.934738350336333	0.4970922825230066	-6.628722047751274	0.4903543596593255	True	29.561655044555664	2.132260322570801	-2.734367847442627	2.9060256481170654	3.3633666038513184
155	PBMD-4CVS-GPU	PFOSD	12	0	30	0	2	C12Br0/N(CH3)2	-4.822366676384895	0.1324671866123702	CN(C)CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C14H14Br17N	2.869100776461349	0.669868598116006	-4.822366676384895	0.1324671866123702	-7.691467452846244	0.6566402235721679	True	34.43109130859375	-5.541572093963623	-1.3810720443725586	2.492544412612915	2.925248861312866
159	PBMD-4CVS-GPU	PFOSD	11	0	26	1	1	C11Br0/PH1(CH3)1	-4.243216926484162	0.1761464600087136	CPCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C12H8Br19P	-0.7279876492083508	0.49292197222437134	-4.243216926484162	0.1761464600087136	-3.515229277275811	0.460374299160979	True	37.775848388671875	3.0415871143341064	-0.3196101188659668	6.478586196899414	2.653866767883301
166	PBMD-4CVS-GPU	PFOSD	12	0	26	2	0	C12Br0/PH2	-6.669460204835498	1.0467220878598575	PCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C12H8Br19P	-2.359166934008286	1.3333700393122718	-6.669460204835498	1.0467220878598575	-4.310293270827212	0.8259833730299357	True	39.88752365112305	9.37137222290039	-2.514141321182251	6.356528282165527	2.9190468788146973
204	PBMD-4CVS-GPU	PFOSD	12	18	12	0	2	C12Cl18/N(CH3)2	-6.215251834743557	1.1289133153444528	CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)N(C)C	C14H13Cl18N	3.809035357611127	1.4256271575032142	-6.215251834743557	1.1289133153444528	-10.024287192354684	0.870613300293931	True	49.50308609008789	5.28545618057251	-2.6749300956726074	-0.313976913690567	-3.816415309906006
