	Method	Analyte	lprobe	lflourines	lhydrogen	hhydrogen	hcarbons	Probe	Avg	SD	smiles	formula	f_obj_selectivity	f_obj_error_selectivity	f_obj_sensitivity	f_obj_error_sensitivity	sds_sensitivity	sds_sensitivityError	smilesValid	pc0	pc1	pc2	pc3	pc4
66	PBMD-4CVS-GPU	PFOSD	11	5	25	0	3	C11F5/N(CH3)3	-2.620330479624281	0.1627128454092018	C[N+](C)(C)CCCCCCCCCC(F)(F)C(F)(F)F	C14H27F5N	4.306754448100388	0.24298695589902677	-2.620330479624281	0.1627128454092018	-6.927084927724668	0.180463820961202	True	-17.24390983581543	-2.6558196544647217	1.997511386871338	1.767495036125183	-6.860360622406006
79	PBMD-4CVS-GPU	PFOSD	12	0	30	0	2	C12Br0/P(CH3)2	-5.996774817226666	0.522803539385019	CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)P(C)C	C14H23Br8P	2.1694538823927934	0.7256744572705226	-5.996774817226666	0.522803539385019	-8.16622869961946	0.5032691895411088	True	-3.4153599739074707	-3.2471115589141846	-2.365081548690796	-0.1218562126159668	-0.640179455280304
88	PBMD-4CVS-GPU	PFOSD	13	0	30	1	1	C13Br0/NH1(CH3)1	-5.865180226467942	0.4321624205702533	CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC	C14H21Br10N	2.3651233007245143	0.6385399910539711	-5.865180226467942	0.4321624205702533	-8.230303527192456	0.4700733585538166	True	2.896052598953247	-1.4942595958709717	-3.183990001678467	-0.8181778192520142	-1.3668771982192993
92	PBMD-4CVS-GPU	PFOSD	9	13	9	1	1	C9Cl13/PH1(CH3)1	-5.264021094668382	0.8394848764773631	CPCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C10H10Cl13P	2.3323019861104175	1.0087084942798124	-5.264021094668382	0.8394848764773631	-7.5963230807788	0.559247680905368	True	5.724408149719238	-8.301955223083496	-3.066723585128784	-0.29882434010505676	1.3156421184539795
99	PBMD-4CVS-GPU	PFOSD	13	0	28	2	0	C13Br0/PH2	-6.310387669421989	0.6238361755602798	PCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C13H16Br13P	3.683701436983651	0.6349385648203504	-6.310387669421989	0.6238361755602798	-9.99408910640564	0.1182176262595813	True	12.274526596069336	2.8413679599761963	-3.3271796703338623	2.414289712905884	1.6881086826324463
109	PBMD-4CVS-GPU	PFOSD	11	0	24	2	0	C11Br0/PH2	-4.990226571279833	0.4730811434679053	CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(P)(Br)Br	C11H11Br14P	-0.001962823038629935	0.8329022928597539	-4.990226571279833	0.4730811434679053	-4.988263748241203	0.6855074479144151	True	16.901227951049805	-1.3373059034347534	-3.1049489974975586	-0.0460776686668396	1.3776087760925293
131	PBMD-4CVS-GPU	PFOSD	9	0	22	1	1	C9Br0/NH1(CH3)1	-3.2062992836202437	0.5139381952345389	CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(C)(Br)Br	C10H7Br16N	3.1554088403892924	0.6656856495606315	-3.2062992836202437	0.5139381952345389	-6.361708124009536	0.4230897251293453	True	27.195316314697266	-6.874417781829834	-2.356863260269165	1.9257007837295532	4.484089374542236
152	PBMD-4CVS-GPU	PFOSD	9	16	8	0	2	C9Cl16/P(CH3)2	-4.851292735710306	0.4104633147812465	CP(C)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(C)(Cl)Cl	C11H9Cl16P	3.0512487190646738	0.9932285282865138	-4.851292735710306	0.4104633147812465	-7.90254145477498	0.9044461159300676	True	32.67184066772461	-2.9497146606445312	-2.381164312362671	0.5874261260032654	1.200314998626709
160	PBMD-4CVS-GPU	PFOSD	13	17	13	1	1	C13Cl17/PH1(CH3)1	-7.3974758983674755	0.6914050602023957	CPCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C14H14Cl17P	2.7429225155790045	0.9527256293806681	-7.3974758983674755	0.6914050602023957	-10.14039841394648	0.6554732394272949	True	38.290321350097656	5.7912726402282715	-2.330366611480713	-0.46455052495002747	-3.1291251182556152
167	PBMD-4CVS-GPU	PFOSD	13	17	15	0	2	C13Cl17/N(CH3)2	-7.586552033193866	0.0998831551330455	CN(C)CCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C15H16Cl17N	1.202237328186599	0.48351130710828766	-7.586552033193866	0.0998831551330455	-8.788789361380465	0.4730819584619908	True	39.97810363769531	1.7353546619415283	-2.950552463531494	-0.5050575137138367	-3.3999266624450684
187	PBMD-4CVS-GPU	PFOSD	12	19	7	2	0	C12Cl19/PH2	-6.325793869734009	0.1490357359392713	PCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C12H8Cl19P	1.354166424506154	0.6949213745437163	-6.325793869734009	0.1490357359392713	-7.679960294240163	0.6787518443516509	True	43.84541320800781	8.23859691619873	-7.210446357727051	0.44652387499809265	-0.07037129998207092
192	PBMD-4CVS-GPU	PFOSD	12	19	9	1	1	C12Cl19/NH1(CH3)1	-5.391119207062842	0.9460667679473532	CNCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C13H10Cl19N	2.9752161275348152	0.9700653424013026	-5.391119207062842	0.9460667679473532	-8.366335334597657	0.2144398263238554	True	45.97335433959961	0.8624313473701477	-2.1638009548187256	-2.496838092803955	-0.5217801928520203
202	PBMD-4CVS-GPU	PFOSD	12	21	5	2	0	C12Cl21/PH2	-3.7428856430871527	1.0312531541079892	PCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C12H6Cl21P	4.1107622952083	1.038459763675543	-3.7428856430871527	1.0312531541079892	-7.8536479382954525	0.1221294924061684	True	49.037349700927734	7.236174583435059	-1.090175986289978	1.6963274478912354	-1.9284194707870483
