	Method	Analyte	lprobe	lflourines	lhydrogen	hhydrogen	hcarbons	Probe	Avg	SD	smiles	formula	f_obj_selectivity	f_obj_error_selectivity	f_obj_sensitivity	f_obj_error_sensitivity	sds_sensitivity	sds_sensitivityError	smilesValid	pc0	pc1	pc2	pc3	pc4
47	PBMD-4CVS-GPU	PFOSD	6	0	18	0	2	C6Br0/P(CH3)2	-3.008924490209619	0.3056267816703438	CCCCC(Br)(Br)C(Br)(Br)P(C)C	C8H15Br4P	1.2376124400726738	0.5153002912098831	-3.008924490209619	0.3056267816703438	-4.246536930282293	0.4148815016927344	True	-26.700634002685547	5.9440999031066895	-2.995774745941162	-0.744556725025177	-0.4303397238254547
50	PBMD-4CVS-GPU	PFOSD	10	3	25	0	3	C10F3/N(CH3)3	-3.55291841706387	0.5856603404904293	C[N+](C)(C)CCCCCCCCCC(F)(F)F	C13H27F3N	2.2207813964494796	0.6685349471063291	-3.55291841706387	0.5856603404904293	-5.77369981351335	0.3223987299588767	True	-23.937910079956055	0.4400225579738617	0.8121644258499146	2.1117043495178223	-7.991326808929443
100	PBMD-4CVS-GPU	PFOSD	13	10	24	0	3	C13Cl10/N(CH3)3	-7.401806151568547	0.6855878102106029	CCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)[N+](C)(C)C	C16H26Cl10N	2.421217050544721	0.7216304783629959	-7.401806151568547	0.6855878102106029	-9.823023202113268	0.2252107941308248	True	12.956186294555664	-4.772467613220215	-3.1548430919647217	-0.6161303520202637	1.2117187976837158
118	PBMD-4CVS-GPU	PFOSD	13	0	28	2	0	C13Br0/PH2	-7.464175556030217	0.4607026367121142	PCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C13H14Br15P	2.159781439833883	0.6191748070219381	-7.464175556030217	0.4607026367121142	-9.6239569958641	0.4136792503584873	True	23.179424285888672	3.968984365463257	-2.3723247051239014	2.987636089324951	4.283169746398926
129	PBMD-4CVS-GPU	PFOSD	10	0	22	-1	-1	C10Br0	-3.9604314502487608	0.5240563129571684	CCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C10H5Br17	3.4723609449628956	0.9557438208097521	-3.9604314502487608	0.5240563129571684	-7.432792395211656	0.7992566745831791	True	26.427831649780273	-7.460162162780762	-1.946976661682129	3.592660427093506	4.625665187835693
144	PBMD-4CVS-GPU	PFOSD	9	15	11	0	3	C9Cl15/N(CH3)3	-6.589996285732781	0.7710476342989954	C[N+](C)(C)CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C12H13Cl15N	1.7569525067548515	0.775211083591527	-6.589996285732781	0.7710476342989954	-8.346948792487632	0.0802357137755521	True	31.21158218383789	0.8353336453437805	-3.4113245010375977	-1.0858025550842285	-6.333834648132324
150	PBMD-4CVS-GPU	PFOSD	9	0	24	0	2	C9Br0/N(CH3)2	-3.006479629206416	0.389487108833138	CN(C)CC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C11H8Br17N	5.545503302719741	0.5718727677517953	-3.006479629206416	0.389487108833138	-8.551982931926156	0.4187341096076389	True	32.45321273803711	-1.0248236656188965	-1.2756686210632324	4.345659255981445	2.7545738220214844
174	PBMD-4CVS-GPU	PFOSD	12	20	6	2	0	C12Cl20/PH2	-7.237395769925108	0.5720442671859923	CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(P)(Cl)Cl	C12H7Cl20P	2.799666217338258	0.6117819148489986	-7.237395769925108	0.5720442671859923	-10.037061987263366	0.2168927562551327	True	41.770172119140625	1.7067534923553467	-7.371703624725342	-3.0803256034851074	0.3703128397464752
178	PBMD-4CVS-GPU	PFOSD	12	0	30	0	2	C12Br0/N(CH3)2	-6.375644171524631	0.6326024908647718	CN(C)CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C14H12Br19N	-0.8937352753613128	1.0663780587498244	-6.375644171524631	0.6326024908647718	-5.4819088961633184	0.8584732102603612	True	42.64693832397461	6.1701531410217285	-0.5207345485687256	5.426087379455566	-0.9638972282409668
196	PBMD-4CVS-GPU	PFOSD	11	21	7	0	2	C11Cl21/P(CH3)2	-6.725278483636309	0.6150854076923493	CP(C)CC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C13H8Cl21P	0.837307033076752	0.7238388605050357	-6.725278483636309	0.6150854076923493	-7.562585516713061	0.3815922394666391	True	46.52511215209961	4.851909160614014	-1.0802096128463745	4.602503776550293	-2.245450735092163
199	PBMD-4CVS-GPU	PFOSD	12	0	26	2	0	C12Br0/PH2	-4.017470644963023	0.0865389538854269	CC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(P)(Br)Br	C12H5Br22P	2.906582112714589	0.39694982658767	-4.017470644963023	0.0865389538854269	-6.924052757677612	0.3874018253550146	True	48.202667236328125	11.306225776672363	-1.77325439453125	7.522873401641846	-0.5910692811012268
